6
43
7
36
1	3	45	3	249	10	0
2	1	46	5	283	10	0
3	4	47	4	231	10	0
3	2	48	2	121	10	0
1	3	1	1	159	1	2
2	1	2	5	347	1	2
2	3	3	1	247	1	2
1	2	1	4	554	1	6
2	3	2	5	353	1	6
3	1	3	5	976	1	6
4	3	4	2	150	1	6
1	3	5	2	336	2	6
2	4	6	2	232	2	6
3	2	7	3	258	2	6
4	1	8	2	297	2	6
4	3	9	2	444	2	6
1	2	10	4	297	2	6
1	3	11	1	205	3	6
2	3	12	5	630	3	6
3	4	13	3	378	3	6
4	2	14	1	123	3	6
2	1	15	2	211	3	6
1	2	16	4	259	4	6
2	3	17	3	211	4	6
3	1	18	5	371	4	6
4	3	19	2	230	4	6
4	1	20	5	579	4	6
1	3	21	4	360	5	6
2	3	22	4	235	5	6
2	1	23	3	406	5	6
1	4	24	2	238	6	6
2	4	25	1	210	6	6
3	2	26	5	294	6	6
2	1	27	1	107	6	6
1	2	28	3	435	7	6
2	3	29	3	428	7	6
1	3	30	2	241	7	6
1	4	31	3	338	8	6
2	4	32	2	393	8	6
3	4	33	4	415	8	6
3	2	34	1	234	8	6
1	2	35	5	420	8	6
1	3	36	5	510	8	6
