7
76
45
31
1	2	18	3	165	5	1
2	3	19	5	283	5	1
3	1	20	3	149	5	1
4	1	21	4	325	5	1
1	4	11	4	147	3	2
2	1	12	2	159	3	2
3	4	13	1	34	3	2
1	3	14	2	185	3	2
1	3	19	5	255	5	2
2	1	20	2	98	5	2
3	2	21	1	46	5	2
4	1	22	3	264	5	2
1	4	6	1	199	2	4
2	3	7	4	155	2	4
3	1	8	1	62	2	4
2	4	9	5	364	2	4
1	2	10	3	202	2	4
4	3	11	2	159	2	4
1	3	12	3	152	3	4
2	3	13	4	232	3	4
3	4	14	2	268	3	4
1	2	15	3	275	3	4
1	3	1	5	480	1	5
2	1	2	5	617	1	5
3	2	3	4	470	1	5
4	1	4	1	62	1	5
2	4	5	5	249	1	5
1	2	6	2	198	2	5
2	4	7	3	172	2	5
3	2	8	1	197	2	5
3	1	9	5	466	2	5
4	1	10	3	382	2	5
3	4	11	3	355	2	5
1	2	12	5	168	3	5
2	3	13	1	145	3	5
3	1	14	1	106	3	5
1	4	15	2	281	4	5
2	3	16	2	65	4	5
3	1	17	5	249	4	5
4	3	18	2	115	4	5
4	2	19	5	210	4	5
1	3	20	1	25	5	5
2	3	21	1	172	5	5
3	4	22	4	201	5	5
4	2	23	3	330	5	5
1	4	1	4	240	1	7
2	3	2	3	110	1	7
3	4	3	3	141	1	7
1	3	4	4	260	1	7
4	2	5	5	259	1	7
2	1	6	2	213	1	7
1	4	7	4	175	2	7
2	3	8	2	213	2	7
3	1	9	1	93	2	7
4	3	10	5	294	2	7
2	1	11	4	116	2	7
1	3	12	4	118	3	7
2	3	13	3	224	3	7
3	4	14	4	139	3	7
1	4	15	5	138	3	7
2	4	16	5	268	3	7
1	4	17	5	130	4	7
2	1	18	3	220	4	7
3	2	19	5	220	4	7
4	2	20	1	67	4	7
3	1	21	2	78	4	7
4	3	22	1	105	4	7
1	3	23	2	203	5	7
2	1	24	5	315	5	7
3	2	25	3	189	5	7
4	1	26	2	202	5	7
1	2	27	2	209	6	7
2	4	28	5	492	6	7
3	2	29	4	187	6	7
3	1	30	4	165	6	7
3	4	31	5	163	6	7
