7
32
10
22
1	3	45	3	249	10	0
2	1	46	5	283	10	0
3	4	47	4	231	10	0
3	2	48	2	121	10	0
1	3	21	4	360	5	6
2	3	22	4	235	5	6
2	1	23	3	406	5	6
1	2	28	3	435	7	6
2	3	29	3	428	7	6
1	3	30	2	241	7	6
1	4	1	4	361	1	7
2	3	2	3	271	1	7
3	1	3	5	415	1	7
1	2	4	4	451	1	7
1	2	5	5	307	2	7
2	4	6	1	100	2	7
3	2	7	1	174	2	7
3	4	8	3	419	2	7
1	3	9	5	300	3	7
2	1	10	1	217	3	7
3	2	11	4	553	3	7
1	3	12	4	267	4	7
2	3	13	4	288	4	7
3	4	14	1	112	4	7
2	1	15	1	204	4	7
1	3	16	1	102	5	7
2	3	17	4	363	5	7
2	1	18	1	133	5	7
1	4	19	5	310	6	7
2	4	20	4	378	6	7
3	4	21	2	187	6	7
3	1	22	1	234	6	7
