11
58
33
25
1	2	18	3	165	5	1
2	3	19	5	283	5	1
3	1	20	3	149	5	1
4	1	21	4	325	5	1
1	3	19	5	255	5	2
2	1	20	2	98	5	2
3	2	21	1	46	5	2
4	1	22	3	264	5	2
1	4	6	1	199	2	4
2	3	7	4	155	2	4
3	1	8	1	62	2	4
2	4	9	5	364	2	4
1	2	10	3	202	2	4
4	3	11	2	159	2	4
1	3	1	5	480	1	5
2	1	2	5	617	1	5
3	2	3	4	470	1	5
4	1	4	1	62	1	5
2	4	5	5	249	1	5
1	2	6	2	198	2	5
2	4	7	3	172	2	5
3	2	8	1	197	2	5
3	1	9	5	466	2	5
4	1	10	3	382	2	5
3	4	11	3	355	2	5
1	3	20	1	25	5	5
2	3	21	1	172	5	5
3	4	22	4	201	5	5
4	2	23	3	330	5	5
1	3	5	2	142	2	9
2	3	6	1	144	2	9
3	4	7	1	52	2	9
2	4	8	5	332	2	9
1	3	1	4	267	1	11
2	4	2	5	157	1	11
3	2	3	2	222	1	11
1	4	4	5	355	1	11
4	3	5	3	286	1	11
1	2	6	2	104	2	11
2	3	7	1	117	2	11
3	1	8	3	136	2	11
1	2	9	5	453	3	11
2	4	10	2	57	3	11
3	1	11	4	187	3	11
4	3	12	5	328	3	11
1	4	13	3	339	3	11
1	3	14	5	236	4	11
2	3	15	2	230	4	11
3	4	16	5	395	4	11
1	4	17	2	122	4	11
2	1	18	1	108	4	11
2	4	19	2	177	4	11
1	2	20	1	73	5	11
2	3	21	4	319	5	11
3	1	22	3	158	5	11
4	2	23	1	126	5	11
3	4	24	2	182	5	11
1	4	25	1	144	5	11
