5
35
13
22
1	2	23	3	288	6	0
2	4	24	2	214	6	0
3	2	25	3	224	6	0
4	1	26	1	102	6	0
1	3	27	4	459	6	0
4	3	28	5	366	6	0
1	3	45	3	249	10	0
2	1	46	5	283	10	0
3	4	47	4	231	10	0
3	2	48	2	121	10	0
1	3	1	1	159	1	2
2	1	2	5	347	1	2
2	3	3	1	247	1	2
1	3	1	3	348	1	5
2	4	2	3	431	1	5
3	2	3	5	422	1	5
3	4	4	2	352	1	5
1	2	5	2	448	2	5
2	3	6	1	269	2	5
3	1	7	1	149	2	5
4	1	8	3	419	2	5
1	3	9	5	941	3	5
2	1	10	3	558	3	5
3	4	11	3	338	3	5
1	4	12	2	156	3	5
1	2	13	3	493	4	5
2	3	14	3	165	4	5
3	4	15	5	591	4	5
4	1	16	5	421	4	5
3	1	17	3	296	4	5
4	2	18	4	661	4	5
1	3	19	5	458	5	5
2	4	20	3	282	5	5
3	4	21	3	307	5	5
1	2	22	5	303	5	5
