0
42
0
42
1	2	12	2	132	3	0
2	3	13	4	400	3	0
3	1	14	1	97	3	0
1	2	15	2	81	4	0
2	3	16	2	196	4	0
3	1	17	3	232	4	0
4	2	18	4	210	4	0
4	1	19	4	153	4	0
1	3	20	3	137	5	0
2	3	21	5	640	5	0
1	2	22	1	150	5	0
1	4	23	3	76	6	0
2	3	24	2	176	6	0
3	1	25	1	95	6	0
4	2	26	1	68	6	0
1	4	31	1	57	8	0
2	1	32	2	151	8	0
3	1	33	4	161	8	0
4	2	34	3	52	8	0
1	4	38	3	202	10	0
2	1	39	2	120	10	0
3	1	40	1	82	10	0
4	3	41	1	98	10	0
3	2	42	2	184	10	0
1	3	52	4	221	13	0
2	1	53	4	231	13	0
2	3	54	2	124	13	0
1	3	55	4	197	14	0
2	4	56	2	52	14	0
3	2	57	3	224	14	0
1	4	58	1	48	14	0
1	4	59	5	226	15	0
2	1	60	3	207	15	0
3	2	61	5	42	15	0
4	2	62	5	400	15	0
3	4	63	4	199	15	0
1	2	67	5	162	17	0
2	3	68	1	49	17	0
3	1	69	3	153	17	0
1	2	73	5	374	19	0
2	3	74	2	101	19	0
1	3	75	3	224	19	0
