0
36
0	2	3	10,9,3
0	2	2	3,4
0	2	1	10,9,4
0	3	4	5,9
0	3	1	9,14,11
0	3	1	11,10,5
0	3	3	17,16,9,3,5
0	7	5	9,8,7
0	7	5	5,9
0	7	5	5,3,1,7
0	10	4	13,6,5,3,4
0	10	4	1,4,9,10,12,13
0	10	5	4,9,16
0	10	1	4,1
0	10	5	1,4,9,16
0	12	3	15,17,18
0	12	4	18,19
0	12	4	15,17,19
0	15	2	3,2
0	15	3	2,1,7,8
0	15	2	14,10,9,3,2
0	15	1	3,4,8
0	15	1	14,9,3
0	16	5	15,20,19
0	16	5	19,7,8
0	16	2	7,19,17,15
0	16	4	7,19
0	19	4	17,20
0	19	3	20,15,14,10,5,6
0	19	2	6,13,12,15,17
0	20	1	14,10,9,3,2
0	20	5	12,10,9,4,1,2
0	20	4	6,5,10,12
0	20	1	12,15,14
0	20	5	2,3,5,6
0	20	5	6,5,10,14
