0
65
0
0
1	4	1	2	147	1	0
2	3	2	1	94	1	0
3	1	3	5	176	1	0
2	4	4	4	277	1	0
1	2	5	3	199	1	0
4	3	6	5	377	1	0
1	2	7	2	107	2	0
2	4	8	1	72	2	0
3	4	9	1	37	2	0
4	1	10	3	195	2	0
1	4	11	4	314	3	0
2	1	12	3	110	3	0
3	4	13	2	98	3	0
2	4	14	4	205	3	0
1	3	15	2	134	3	0
3	2	16	3	217	3	0
1	4	17	5	351	4	0
2	4	18	5	234	4	0
3	2	19	3	100	4	0
4	3	20	4	156	4	0
1	3	21	2	106	5	0
2	3	22	5	193	5	0
3	4	23	2	193	5	0
4	2	24	1	105	5	0
1	2	25	5	270	5	0
1	2	26	2	182	6	0
2	3	27	4	614	6	0
3	1	28	5	356	6	0
1	3	29	1	62	7	0
2	3	30	3	89	7	0
3	4	31	4	180	7	0
2	1	32	2	163	7	0
1	2	33	1	99	8	0
2	4	34	1	79	8	0
3	4	35	3	172	8	0
4	1	36	3	142	8	0
1	3	37	2	154	9	0
2	1	38	3	414	9	0
3	4	39	1	81	9	0
2	4	40	2	147	9	0
1	3	41	1	64	10	0
2	3	42	2	202	10	0
3	4	43	3	353	10	0
2	4	44	4	132	10	0
4	1	45	5	280	10	0
1	2	46	3	164	11	0
2	3	47	4	212	11	0
3	1	48	4	186	11	0
4	3	49	5	445	11	0
1	4	57	3	157	14	0
2	4	58	2	167	14	0
3	1	59	3	148	14	0
1	2	60	5	542	14	0
1	4	65	2	272	16	0
2	3	66	1	113	16	0
3	1	67	3	298	16	0
4	3	68	1	133	16	0
4	2	69	4	96	16	0
1	2	74	1	84	18	0
2	4	75	1	48	18	0
3	1	76	3	218	18	0
2	3	77	5	396	18	0
1	2	78	5	202	19	0
2	3	79	1	66	19	0
1	3	80	5	504	19	0
