2
30
20
10
1	2	14	4	187	4	0
2	4	15	5	826	4	0
3	1	16	5	288	4	0
1	4	17	3	110	4	0
4	3	18	4	397	4	0
1	2	23	3	288	6	0
2	4	24	2	214	6	0
3	2	25	3	224	6	0
4	1	26	1	102	6	0
1	3	27	4	459	6	0
4	3	28	5	366	6	0
1	3	45	3	249	10	0
2	1	46	5	283	10	0
3	4	47	4	231	10	0
3	2	48	2	121	10	0
1	2	49	4	406	11	0
2	3	50	5	407	11	0
3	1	51	4	310	11	0
4	3	52	1	189	11	0
2	4	53	1	72	11	0
1	3	1	1	159	1	2
2	1	2	5	347	1	2
2	3	3	1	247	1	2
1	4	4	2	122	2	2
2	4	5	3	234	2	2
3	2	6	1	185	2	2
1	3	7	2	174	2	2
1	2	8	4	384	3	2
2	3	9	2	137	3	2
3	1	10	3	269	3	2
