18
29
9
20
1	2	9	5	453	3	11
2	4	10	2	57	3	11
3	1	11	4	187	3	11
4	3	12	5	328	3	11
1	4	13	3	339	3	11
1	3	10	3	337	3	16
2	1	11	3	204	3	16
3	4	12	2	231	3	16
2	4	13	2	172	3	16
1	3	1	3	156	1	18
2	3	2	1	116	1	18
2	1	3	2	62	1	18
1	3	4	1	125	2	18
2	1	5	5	91	2	18
2	3	6	1	72	2	18
1	2	7	1	40	3	18
2	3	8	3	313	3	18
3	1	9	1	118	3	18
1	2	10	5	292	4	18
2	3	11	3	178	4	18
3	1	12	4	309	4	18
1	3	13	5	219	5	18
2	4	14	2	179	5	18
3	4	15	5	140	5	18
1	2	16	1	105	5	18
1	4	17	2	85	5	18
1	3	18	3	278	6	18
2	1	19	5	54	6	18
2	3	20	3	172	6	18
