53
20
4	2	1	14,10,9,4,7
4	2	4	3,5,10,11,12
4	2	1	12,15,14
4	2	5	3,4,7
4	2	3	14,9,3
4	2	2	7,19,17,15,12
5	1	5	19,20
5	1	5	10,9,8,18,19
5	1	4	20,15,14,10
5	1	1	8,18,19
5	1	5	10,9,8
5	2	2	16,15,11
5	2	3	11,15,16,17
5	2	1	4,3,9,14,11
5	2	5	4,8,16
5	2	3	17,16
5	2	3	4,8,17
9	2	2	4,8,17,20
9	2	1	2,1,19,17,20
9	2	1	20,17,16,8
9	2	5	2,3,4,8
11	2	2	19,18,8,9
11	2	1	9,8,18
11	2	3	18,19
12	1	1	4,9,14,15
12	1	4	1,4
12	1	5	7,8,16,15
12	1	2	4,7
12	2	2	17,20
12	2	5	7,1,2
12	2	5	2,1,19,17
12	2	4	17,19,7
12	2	5	20,19,7
12	2	3	2,1,19,20
13	1	4	19,1
13	1	5	7,1,3
13	1	2	3,1
13	1	2	7,19
15	1	1	3,4,8,18
15	1	2	18,17,16
15	1	1	16,8,4,3
15	2	5	4,9,14,15
15	2	2	16,15
15	2	1	5,9,4
15	2	1	16,8,4
16	1	2	17,20,15,12
16	1	5	10,12
16	1	1	12,15,17,8,18
16	1	2	18,17,15,12,10
16	5	5	12,13
16	5	1	11,10,5,6,13
16	5	3	13,6
16	5	1	11,10,9,5,6
18	1	3	11,15,12,13
18	1	1	15,12,13
18	1	2	15,11
18	2	1	8,16
18	2	5	14,16,8
18	2	1	14,16
18	3	1	11,10
18	3	3	10,11,15,20
18	3	1	20,15,11
18	4	5	19,17,15,12
18	4	3	12,15,20
18	4	4	20,19
18	5	5	8,16,14,10
18	5	2	14,15
18	5	5	10,11,15
18	5	1	8,16,14
18	5	2	8,16,15
18	6	3	1,4,9,14,11
18	6	5	19,1
18	6	3	19,17,16,14,11
