3
44
22
22
1	2	14	4	187	4	0
2	4	15	5	826	4	0
3	1	16	5	288	4	0
1	4	17	3	110	4	0
4	3	18	4	397	4	0
1	2	23	3	288	6	0
2	4	24	2	214	6	0
3	2	25	3	224	6	0
4	1	26	1	102	6	0
1	3	27	4	459	6	0
4	3	28	5	366	6	0
1	3	45	3	249	10	0
2	1	46	5	283	10	0
3	4	47	4	231	10	0
3	2	48	2	121	10	0
1	3	1	1	159	1	2
2	1	2	5	347	1	2
2	3	3	1	247	1	2
1	4	4	2	122	2	2
2	4	5	3	234	2	2
3	2	6	1	185	2	2
1	3	7	2	174	2	2
1	3	1	5	345	1	3
2	3	2	2	284	1	3
3	4	3	5	403	1	3
2	4	4	2	192	1	3
1	2	5	5	482	1	3
1	4	6	2	264	2	3
2	4	7	5	350	2	3
3	4	8	3	333	2	3
3	2	9	1	197	2	3
1	2	13	4	448	4	3
2	3	14	3	312	4	3
3	1	15	4	333	4	3
4	2	16	3	399	4	3
1	2	17	1	201	5	3
2	3	18	5	524	5	3
3	4	19	5	688	5	3
1	3	20	4	483	5	3
2	4	21	3	283	5	3
1	3	22	5	554	6	3
2	3	23	5	317	6	3
3	4	24	5	486	6	3
2	4	25	5	234	6	3
