1
37
25
12
1	2	14	4	187	4	0
2	4	15	5	826	4	0
3	1	16	5	288	4	0
1	4	17	3	110	4	0
4	3	18	4	397	4	0
1	2	23	3	288	6	0
2	4	24	2	214	6	0
3	2	25	3	224	6	0
4	1	26	1	102	6	0
1	3	27	4	459	6	0
4	3	28	5	366	6	0
1	3	40	3	198	9	0
2	3	41	3	287	9	0
3	4	42	1	97	9	0
1	4	43	2	171	9	0
2	4	44	5	363	9	0
1	3	45	3	249	10	0
2	1	46	5	283	10	0
3	4	47	4	231	10	0
3	2	48	2	121	10	0
1	2	49	4	406	11	0
2	3	50	5	407	11	0
3	1	51	4	310	11	0
4	3	52	1	189	11	0
2	4	53	1	72	11	0
1	2	5	1	224	2	1
2	3	6	1	119	2	1
3	1	7	1	225	2	1
4	3	8	2	156	2	1
4	2	9	2	344	2	1
4	1	10	5	632	2	1
1	4	11	5	354	3	1
2	1	12	1	115	3	1
3	1	13	2	207	3	1
3	2	14	3	188	3	1
4	3	15	1	110	3	1
2	4	16	1	155	3	1
