1
48
27
21
1	2	12	2	132	3	0
2	3	13	4	400	3	0
3	1	14	1	97	3	0
1	2	15	2	81	4	0
2	3	16	2	196	4	0
3	1	17	3	232	4	0
4	2	18	4	210	4	0
4	1	19	4	153	4	0
1	4	23	3	76	6	0
2	3	24	2	176	6	0
3	1	25	1	95	6	0
4	2	26	1	68	6	0
1	4	31	1	57	8	0
2	1	32	2	151	8	0
3	1	33	4	161	8	0
4	2	34	3	52	8	0
1	4	38	3	202	10	0
2	1	39	2	120	10	0
3	1	40	1	82	10	0
4	3	41	1	98	10	0
3	2	42	2	184	10	0
1	3	52	4	221	13	0
2	1	53	4	231	13	0
2	3	54	2	124	13	0
1	2	73	5	374	19	0
2	3	74	2	101	19	0
1	3	75	3	224	19	0
1	2	1	2	219	1	1
2	3	2	1	60	1	1
3	1	3	5	348	1	1
4	1	4	2	81	1	1
4	2	5	2	110	1	1
1	2	6	3	296	2	1
2	4	7	4	234	2	1
3	2	8	1	76	2	1
3	1	9	2	139	2	1
1	4	10	5	202	3	1
2	3	11	2	173	3	1
3	4	12	2	92	3	1
2	4	13	3	163	3	1
1	4	14	1	115	4	1
2	4	15	3	205	4	1
3	1	16	5	306	4	1
3	4	17	3	75	4	1
1	2	18	3	165	5	1
2	3	19	5	283	5	1
3	1	20	3	149	5	1
4	1	21	4	325	5	1
