4
31
18
13
1	2	14	4	187	4	0
2	4	15	5	826	4	0
3	1	16	5	288	4	0
1	4	17	3	110	4	0
4	3	18	4	397	4	0
1	2	23	3	288	6	0
2	4	24	2	214	6	0
3	2	25	3	224	6	0
4	1	26	1	102	6	0
1	3	27	4	459	6	0
4	3	28	5	366	6	0
1	3	45	3	249	10	0
2	1	46	5	283	10	0
3	4	47	4	231	10	0
3	2	48	2	121	10	0
1	3	1	1	159	1	2
2	1	2	5	347	1	2
2	3	3	1	247	1	2
1	2	1	5	213	1	4
2	3	2	1	172	1	4
1	3	3	1	105	1	4
1	4	4	4	396	2	4
2	4	5	1	237	2	4
3	1	6	2	227	2	4
3	2	7	4	315	2	4
1	4	8	1	195	3	4
2	4	9	4	508	3	4
3	4	10	5	475	3	4
2	3	11	1	282	3	4
2	1	12	2	459	3	4
1	3	13	1	280	3	4
