4
47
29
18
1	2	15	2	81	4	0
2	3	16	2	196	4	0
3	1	17	3	232	4	0
4	2	18	4	210	4	0
4	1	19	4	153	4	0
1	4	14	1	115	4	1
2	4	15	3	205	4	1
3	1	16	5	306	4	1
3	4	17	3	75	4	1
1	2	18	3	165	5	1
2	3	19	5	283	5	1
3	1	20	3	149	5	1
4	1	21	4	325	5	1
1	4	11	4	147	3	2
2	1	12	2	159	3	2
3	4	13	1	34	3	2
1	3	14	2	185	3	2
1	4	15	5	365	4	2
2	4	16	3	292	4	2
3	1	17	5	402	4	2
3	4	18	1	139	4	2
1	3	19	5	255	5	2
2	1	20	2	98	5	2
3	2	21	1	46	5	2
4	1	22	3	264	5	2
1	4	17	4	291	4	3
2	4	18	3	265	4	3
3	4	19	4	203	4	3
2	1	20	5	171	4	3
1	4	6	1	199	2	4
2	3	7	4	155	2	4
3	1	8	1	62	2	4
2	4	9	5	364	2	4
1	2	10	3	202	2	4
4	3	11	2	159	2	4
1	3	12	3	152	3	4
2	3	13	4	232	3	4
3	4	14	2	268	3	4
1	2	15	3	275	3	4
1	4	16	1	62	4	4
2	1	17	5	258	4	4
3	1	18	3	150	4	4
2	4	19	2	204	4	4
1	2	24	4	178	6	4
2	4	25	4	352	6	4
3	4	26	4	328	6	4
3	2	27	2	208	6	4
